ABloss,Bobloss,Eveloss
8.601276,8.461358740751166,9.1268
8.418589,8.281737978453748,9.085012
8.310107,8.180866747745313,9.037019
8.355915,8.246290206443518,8.950275
8.24818,8.147018191230018,9.108599
8.297134,8.2025466527557,8.982336
8.398452,8.308529632573482,9.1015415
8.299442,8.208258734201081,9.131245
8.317668,8.227152719104197,8.897265
8.312533,8.2222896128078,9.098211
8.245667,8.15254977135919,9.07049
8.257557,8.16213084460469,9.090088
8.252238,8.158974255668,8.992115
8.266841,8.174606536165811,9.077212
8.279955,8.186476914561354,9.060705
8.256591,8.163667096872814,9.09981
8.230378,8.137975197925698,9.104297
8.273296,8.182148086489178,9.123137
8.210292,8.120505229337141,9.110786
8.213328,8.122424227767624,9.216633
8.135285,8.044184964266606,9.143591
8.173369,8.084115202655084,9.126337
8.160368,8.070680979639292,9.068895
8.251152,8.164771977753844,9.068962
8.147196,8.059144534287043,9.014828
8.216204,8.129261227557436,9.066689
8.205067,8.117401644878555,9.140299
8.239006,8.153956101450603,9.015802
8.1459,8.058857728377916,9.214951
8.198625,8.112335810204968,9.081114
8.074515,7.986208255810197,9.127579
8.060635,7.972846577700693,9.075951
8.186524,8.101625443669036,9.188575
8.081305,7.9933218114310876,9.202635
8.141467,8.055042977852281,9.081875
8.182982,8.097073606331833,9.094327
8.120299,8.033521041681524,9.090817
8.174811,8.089742959942669,9.1856575
8.172062,8.087379103642888,9.011834
8.1260605,8.040997165080626,9.1044655
8.203791,8.120147464389447,9.13053
8.127226,8.041512565105222,9.0716505
8.174332,8.089578889484983,9.093767
8.157744,8.072584777895827,9.121714
8.108976,8.0228808169486,9.033815
8.073935,7.987754677073099,9.075921
8.179546,8.09621471533319,9.002104
8.105561,8.020350826787762,9.088228
8.208252,8.12584128062008,9.2277775
8.238268,8.155273366894107,9.268313
8.166871,8.082973549258895,9.152151
8.18933,8.106220529181883,9.249058
8.297857,8.217525934102014,9.161985
8.189844,8.10677814472001,9.137144
8.172732,8.089123975893017,9.087768
8.112336,8.027059637883212,9.167234
8.282591,8.202512700750958,9.220463
8.246943,8.165680067555513,9.112074
8.210425,8.128127853095066,9.160577
8.110561,8.027280382520985,9.116119
8.172144,8.090362511225976,9.137236
8.179681,8.097251592669636,9.221239
8.114225,8.029724156600423,9.12006
8.086853,8.00235334347235,9.146676
8.105803,8.022713892452884,9.080606
8.248802,8.168507835944183,9.134724
8.13352,8.05003856215626,9.158159
8.183297,8.101304372190498,9.215675
8.148324,8.066076674789656,9.189416
8.184421,8.103550759144127,9.064299
8.162162,8.080589129065629,9.235872
8.086326,8.001928373181727,9.137327
8.129977,8.047042765771039,9.048321
8.303634,8.225445271236822,9.115325
8.09887,8.014113972545601,9.114613
8.179159,8.096952697902452,9.08562
8.103463,8.019103405065835,9.095467
8.192249,8.110495828150306,9.143007
8.140366,8.057684728002641,9.124714
8.238852,8.158251522574574,9.230618
8.059262,7.97544989438029,9.214863
8.185405,8.103041429596487,9.174862
8.021298,7.936300845758524,9.2226715
8.149073,8.066201494133566,9.213569
8.261447,8.181725281407125,9.14423
8.184929,8.102959630603436,9.137701
8.16143,8.080008527438622,9.251028
