ABloss,Bobloss,Eveloss
9.508227,9.284007173322607,9.176973
9.218515,8.984349780832417,9.134639
9.083624,8.84368270356208,9.079096
8.966656,8.753319385345094,9.0549965
8.768024,8.606161264353432,9.152611
8.723108,8.606156135792844,9.011376
8.814535,8.71937080094358,9.10919
8.741682,8.649490259878803,9.160678
8.737119,8.644478131551296,8.953575
8.703373,8.60940885427408,9.11405
8.66873,8.563585646275897,9.115896
8.665638,8.558987197233364,9.161635
8.651087,8.538548856507987,9.059641
8.62787,8.513711829553358,9.169341
8.620639,8.51107590063475,9.159212
8.58635,8.473292897164356,9.111098
8.559656,8.452738050720654,9.172878
8.563443,8.457130056223832,9.209665
8.486902,8.382522767351475,9.219803
8.483935,8.376304892881308,9.264359
8.402816,8.294460010889452,9.178141
8.426636,8.322110978362616,9.161024
8.37652,8.273368177877273,9.1547985
8.459694,8.364578213600907,9.100111
8.352482,8.257882310601417,9.110544
8.421245,8.329076183959842,9.140203
8.380161,8.285822716134135,9.215043
8.411072,8.315062156878412,9.093065
8.297776,8.200000924989581,9.303259
8.354498,8.262074617901817,9.190004
8.24014,8.149532807117794,9.177879
8.211799,8.12615363614168,9.192761
8.3275385,8.240208267990965,9.269201
8.2443905,8.154935374157503,9.275569
8.286604,8.200129042787012,9.231884
8.325143,8.238643829186913,9.228916
8.252816,8.166484731424134,9.237757
8.30437,8.219728215772193,9.310544
8.291637,8.207913257647306,9.173986
8.273895,8.184616745915264,9.238264
8.3278675,8.245440538506955,9.329603
8.252978,8.166789940383751,9.237546
8.293286,8.208501297631301,9.310396
8.276748,8.191177509783302,9.259391
8.222686,8.14216923766071,9.193612
8.173653,8.084513053589035,9.2181015
8.29388,8.218536053725984,9.214439
8.2303095,8.147377887740731,9.3003845
8.3098955,8.231738988950383,9.351852
8.337591,8.25601521745557,9.379681
8.269688,8.187084247649182,9.270922
8.293052,8.212018965394236,9.379734
8.39858,8.322328723210376,9.305344
8.305287,8.222908930736594,9.251268
8.267029,8.188392418029252,9.217735
8.220886,8.136559605889488,9.278242
8.384714,8.308737130369991,9.351797
8.344727,8.26642258319771,9.214452
8.290838,8.207443400518969,9.24511
8.208404,8.129559206427075,9.210264
8.270064,8.181734229438007,9.278648
8.285048,8.206492412020452,9.331138
8.215957,8.134484875947237,9.279662
8.183131,8.101825780584477,9.2557335
8.207195,8.12784160731826,9.183138
8.333017,8.255528551293537,9.239262
8.2381525,8.158755417098291,9.289373
8.290154,8.214351419825107,9.355322
8.252333,8.170705101510976,9.305259
8.268696,8.193216975487303,9.1992
8.259823,8.178190298844129,9.416924
8.191147,8.10571462038206,9.293003
8.211646,8.129790988808963,9.200721
8.389585,8.312148524797522,9.291441
8.206701,8.123617503908463,9.251371
8.261272,8.18246070377063,9.226151
8.189947,8.109264626342338,9.225389
8.27974,8.201085937733296,9.264402
8.231825,8.150864983559586,9.256903
8.314951,8.233038046048023,9.364292
8.182138,8.095133329101373,9.335207
8.282809,8.206289940571878,9.2651615
8.121767,8.039051417843439,9.3065605
8.246458,8.170233294775244,9.333061
8.348934,8.272085631964728,9.336988
8.278618,8.196501483151224,9.295467
8.24358,8.163681945588905,9.38802
8.19095,8.110200836032163,9.17106
8.121102,8.038640755868983,9.226918
8.211619,8.132534260046668,9.378204
8.288316,8.21108318422921,9.428358
8.297143,8.218306960188784,9.285652
8.315406,8.238352234766353,9.319301
8.209107,8.128350794897415,9.36384
8.194076,8.115615601942409,9.304053
8.320686,8.243655229685828,9.397486
8.211951,8.136108274105936,9.450773
8.194494,8.114694377873093,9.389959
8.164343,8.084521165525075,9.397615
8.337019,8.25789449212607,9.387912
8.248151,8.168366912635975,9.30246
8.245147,8.169135882344563,9.406151
8.198719,8.11882244143635,9.2634735
8.236102,8.155838235805277,9.380067
8.174579,8.095520674891304,9.374645
8.26385,8.1862142176833,9.467285
8.240445,8.158761003054678,9.300195
8.187426,8.104499159264378,9.421234
8.254468,8.175770429545082,9.307817
8.177065,8.096186697715893,9.324235
8.171569,8.088674150465522,9.461082
8.139741,8.059140604920685,9.329867
8.156062,8.075456689926796,9.400974
8.229823,8.152945994981565,9.320042
8.282632,8.206902478064876,9.367137
8.262087,8.18616893311264,9.402363
8.22265,8.146536111307796,9.401758
8.2014885,8.121394658170175,9.365477
8.264346,8.18732359353453,9.465696
8.221737,8.143263579171617,9.460715
8.244765,8.170773485733662,9.420057
8.187288,8.110063647909556,9.404434
8.249003,8.17452001851052,9.434837
8.229722,8.150128031673376,9.512804
8.234504,8.156749879010022,9.516813
8.343469,8.271374490810558,9.568993
8.205736,8.130685509357136,9.458896
8.207662,8.130812058632728,9.521275
8.337886,8.263957846502308,9.543633
8.256858,8.18355195474578,9.522926
8.202335,8.124878678878304,9.508837
8.286078,8.211960839224048,9.405873
8.200344,8.123061239835806,9.431536
8.232891,8.154599960369524,9.401132
8.1788845,8.102361432043836,9.508848
8.21216,8.137512626708485,9.424732
8.207655,8.135684559412766,9.385599
8.2041235,8.127464575518388,9.477804
8.197847,8.12199315201724,9.506132
8.219416,8.144609891809523,9.453438
8.28266,8.210875892778859,9.470463
8.223843,8.150527913181577,9.414385
8.297,8.222319750522729,9.532189
8.255903,8.1782521934947,9.441966
8.150095,8.073644016694743,9.395799
8.182545,8.103871552215423,9.516884
8.132406,8.055787779332604,9.510206
8.307982,8.237127004773356,9.540358
8.197594,8.119246447517071,9.465012
8.242956,8.170456649619155,9.422403
8.185102,8.110764574899804,9.497698
8.272584,8.200519376376178,9.480694
8.174036,8.097861847956665,9.456832
8.236659,8.16288209031336,9.430553
8.194162,8.11859120457666,9.524212
